feature,modality,gene_symbol,selection_reason,training_variance
mut::damaging::RYR3 (6263),mutations,RYR3,variance,0.07458621263504028
mut::damaging::BLTP1 (84162),mutations,BLTP1,variance,0.07458621263504028
mut::damaging::ESRP1 (54845),mutations,ESRP1,variance,0.07458621263504028
mut::damaging::BRSK1 (84446),mutations,BRSK1,variance,0.07368830591440201
mut::damaging::RP1 (6101),mutations,RP1,variance,0.07368830591440201
mut::damaging::VPS13B (157680),mutations,VPS13B,variance,0.07267067581415176
mut::damaging::SHB (6461),mutations,SHB,variance,0.07183262705802917
mut::damaging::KDM6A (7403),mutations,KDM6A,variance,0.07183262705802917
mut::damaging::AMER1 (139285),mutations,AMER1,variance,0.07183262705802917
mut::damaging::COL11A1 (1301),mutations,COL11A1,variance,0.07111430168151855
mut::damaging::ARID2 (196528),mutations,ARID2,variance,0.07111430168151855
mut::damaging::HLA-A (3105),mutations,HLA-A,variance,0.07111430168151855
mut::damaging::KIAA1549 (57670),mutations,KIAA1549,variance,0.07111430168151855
mut::damaging::SVIL (6840),mutations,SVIL,variance,0.07027625292539597
mut::damaging::CLASP2 (23122),mutations,CLASP2,variance,0.07027625292539597
mut::damaging::FBXW7 (55294),mutations,FBXW7,variance,0.07027625292539597
mut::damaging::ZFHX4 (79776),mutations,ZFHX4,variance,0.069318488240242
mut::damaging::PKHD1L1 (93035),mutations,PKHD1L1,variance,0.069318488240242
mut::damaging::NPM1P49 (100422284),mutations,NPM1P49,variance,0.06827092915773392
